loan_id,loan_amount,loan_purpose,loan_grade,interest_rate,annual_income,employment_length,employment_status,home_ownership,fico_score,credit_history_length,num_credit_accounts,num_open_accounts,total_credit_limit,revolving_balance,credit_utilization,late_payments_2yr,recent_inquiries,monthly_debt_payments,age,education_level,debt_to_income,loan_to_income,risk_score,default
LC_007300,12687,business,D,17.61,97236,0.4,Full-time,Mortgage,714,6.2,4,2,45172,14010,0.31,2,1,696,43,Masters,0.086,0.13,0.298,1
LC_007301,5111,debt_consolidation,C,14.05,65593,4.9,Full-time,Own,710,3.4,5,3,148875,38428,0.258,0,3,1676,52,High School,0.307,0.078,0.1863,1
LC_007302,41067,debt_consolidation,E,20.7,104200,11.8,Full-time,Mortgage,694,7.0,6,5,85284,9269,0.109,3,1,1557,25,Bachelors,0.179,0.394,0.3322,0
LC_007303,26189,home_improvement,E,20.22,129751,16.5,Full-time,Own,708,12.3,4,2,63593,32968,0.518,3,0,2173,34,Masters,0.201,0.202,0.3361,1
LC_007304,42708,home_improvement,E,21.31,82346,12.6,Part-time,Other,696,2.0,2,1,192270,26584,0.138,1,2,1841,20,Bachelors,0.268,0.519,0.4425,1
LC_007305,20459,debt_consolidation,B,8.43,68306,13.0,Self-employed,Rent,685,21.0,4,3,58274,27046,0.464,0,3,985,39,Some College,0.173,0.3,0.064,0
LC_007306,40349,car,D,15.89,72310,1.7,Full-time,Mortgage,710,13.8,4,2,87642,24686,0.282,1,1,1020,44,Bachelors,0.169,0.558,0.2301,0
LC_007307,24833,major_purchase,F,27.0,54165,0.4,Full-time,Rent,704,15.0,4,3,65374,39815,0.609,2,2,1257,33,Bachelors,0.279,0.458,0.4667,1
LC_007308,47804,debt_consolidation,E,20.49,67331,4.9,Full-time,Mortgage,671,0.1,5,4,111282,68072,0.612,0,2,2618,35,High School,0.467,0.71,0.3887,0
LC_007309,17844,vacation,E,21.28,80456,12.9,Part-time,Own,729,0.7,2,1,37602,10549,0.281,3,2,1003,36,Some College,0.15,0.222,0.4318,0
LC_007310,17828,medical,B,8.95,94612,12.9,Full-time,Mortgage,745,14.3,3,2,46691,24040,0.515,1,2,1249,60,Bachelors,0.158,0.188,0.1157,0
LC_007311,18929,major_purchase,E,20.74,83075,5.8,Full-time,Mortgage,693,7.4,4,3,55766,18377,0.33,4,3,1259,51,Some College,0.182,0.228,0.3978,1
LC_007312,44032,home_improvement,B,8.73,61820,6.9,Self-employed,Rent,708,28.0,4,3,60543,12587,0.208,0,2,975,46,Masters,0.189,0.712,0.0894,0
LC_007313,33713,business,F,27.3,104161,3.6,Self-employed,Mortgage,641,8.1,5,4,89833,45430,0.506,3,4,1856,44,Masters,0.214,0.324,0.5312,0
LC_007314,37518,car,F,25.54,24448,1.0,Full-time,Mortgage,706,6.8,7,4,19232,13697,0.712,5,1,629,30,Some College,0.309,1.535,0.6,0
LC_007315,46986,debt_consolidation,D,15.89,50450,2.8,Full-time,Own,801,1.2,3,2,121086,80898,0.668,0,1,2523,33,High School,0.6,0.931,0.2853,1
LC_007316,34658,debt_consolidation,E,21.2,74856,6.3,Part-time,Rent,678,3.2,8,6,65486,17802,0.272,1,3,738,60,High School,0.118,0.463,0.358,1
LC_007317,47646,debt_consolidation,C,12.06,76486,0.6,Full-time,Rent,696,13.7,6,5,46796,6784,0.145,1,3,1181,48,Masters,0.185,0.623,0.1339,1
LC_007318,44662,car,D,17.82,61234,9.9,Self-employed,Rent,673,8.7,6,4,20595,2820,0.137,2,2,395,42,Bachelors,0.077,0.729,0.2857,1
LC_007319,9858,other,E,22.57,88013,17.5,Full-time,Other,788,23.0,6,4,207318,89003,0.429,1,3,3764,41,Some College,0.513,0.112,0.3875,0
LC_007320,30396,debt_consolidation,B,10.56,106427,1.6,Self-employed,Own,692,1.4,4,2,93155,16539,0.178,0,3,900,55,Masters,0.102,0.286,0.0973,0
LC_007321,25039,medical,F,27.12,66882,1.1,Full-time,Rent,657,2.3,4,3,90848,45127,0.497,8,2,1780,35,Bachelors,0.32,0.374,0.848,1
LC_007322,5312,business,E,20.78,64829,0.0,Full-time,Own,659,16.9,5,4,74558,17439,0.234,2,1,1136,41,High School,0.21,0.082,0.3385,1
LC_007323,41054,debt_consolidation,E,22.27,81517,5.4,Full-time,Own,715,18.6,8,6,64016,27075,0.423,2,2,1654,39,Bachelors,0.244,0.504,0.3998,0
LC_007324,36716,business,C,11.98,68385,29.5,Self-employed,Rent,676,15.5,3,2,20691,99,0.005,2,2,383,35,Some College,0.067,0.537,0.1841,0
LC_007325,40393,medical,F,25.95,39519,2.2,Full-time,Rent,603,3.9,7,4,86340,14763,0.171,6,5,492,25,High School,0.15,1.022,0.7004,1
LC_007326,7727,medical,C,13.26,88602,17.1,Full-time,Mortgage,754,1.2,7,4,108930,12079,0.111,1,2,853,49,Some College,0.116,0.087,0.1592,0
LC_007327,32441,other,C,12.19,76142,12.0,Part-time,Rent,743,1.0,3,2,77498,33343,0.43,0,1,1404,30,Masters,0.221,0.426,0.1731,0
LC_007328,9694,business,B,8.23,47596,3.5,Full-time,Rent,690,17.0,4,3,66815,7337,0.11,0,0,671,35,Some College,0.169,0.204,0.0614,0
LC_007329,29157,medical,F,25.27,83448,6.7,Full-time,Mortgage,677,1.8,8,6,192758,75646,0.392,3,0,3017,68,Bachelors,0.434,0.349,0.563,0
LC_007330,44262,debt_consolidation,C,12.64,51300,0.1,Part-time,Mortgage,685,7.0,6,5,97971,23000,0.235,1,3,999,25,Bachelors,0.234,0.863,0.1892,0
LC_007331,8594,business,F,25.36,57408,12.6,Self-employed,Other,666,1.7,5,3,128997,12217,0.095,4,1,377,56,High School,0.079,0.15,0.4828,0
LC_007332,9665,debt_consolidation,F,25.97,67743,4.4,Full-time,Mortgage,642,12.8,4,3,130000,75212,0.579,1,0,2921,39,Bachelors,0.518,0.143,0.5957,1
LC_007333,20358,home_improvement,D,17.9,91375,3.7,Self-employed,Mortgage,673,11.3,6,5,32340,9572,0.296,1,0,456,53,Bachelors,0.06,0.223,0.2547,0
LC_007334,11380,debt_consolidation,D,17.07,109024,3.4,Full-time,Mortgage,735,4.2,4,3,185836,9993,0.054,2,3,1320,36,Masters,0.145,0.104,0.2188,1
LC_007335,17910,debt_consolidation,D,16.43,55651,2.4,Full-time,Rent,680,0.2,4,2,136868,50409,0.368,1,4,1625,39,Some College,0.35,0.322,0.2891,1
LC_007336,45454,car,D,17.25,79988,29.3,Full-time,Rent,642,4.7,6,4,121388,31161,0.257,0,1,1549,37,Some College,0.232,0.568,0.2851,1
LC_007337,43178,home_improvement,B,10.5,105859,2.7,Full-time,Rent,767,15.1,4,3,254704,38182,0.15,0,0,2545,54,PhD,0.289,0.408,0.0994,0
LC_007338,15311,car,C,12.78,57422,8.4,Full-time,Rent,683,13.0,6,5,48006,8707,0.181,1,2,611,44,Some College,0.128,0.267,0.1678,0
LC_007339,30657,debt_consolidation,D,16.23,70442,14.2,Full-time,Mortgage,718,7.3,5,4,88950,6348,0.071,3,1,337,28,High School,0.057,0.435,0.2415,0
LC_007340,31745,business,F,26.52,84258,16.0,Unemployed,Rent,670,8.2,7,6,49419,18704,0.378,4,3,1470,54,High School,0.209,0.377,0.6858,1
LC_007341,17973,medical,B,10.25,56244,10.4,Full-time,Rent,729,14.0,2,1,115398,20565,0.178,2,1,961,38,Some College,0.205,0.32,0.0847,0
LC_007342,41509,medical,C,13.34,94347,7.5,Full-time,Rent,701,5.1,6,3,107619,23742,0.221,0,2,1562,57,Some College,0.199,0.44,0.1272,0
LC_007343,8300,major_purchase,A,5.7,42822,0.7,Full-time,Mortgage,726,4.2,3,2,24468,5356,0.219,1,0,411,49,Some College,0.115,0.194,0.0346,0
LC_007344,20572,debt_consolidation,E,20.5,109770,17.9,Full-time,Mortgage,696,10.1,6,5,83279,44241,0.531,2,4,2084,47,Bachelors,0.228,0.187,0.3944,1
LC_007345,12614,debt_consolidation,B,10.6,42983,5.3,Full-time,Mortgage,726,2.0,7,4,40278,1558,0.039,0,2,451,20,Some College,0.126,0.293,0.071,0
LC_007346,6385,business,F,27.3,76232,4.3,Unemployed,Own,693,18.0,2,1,96329,31658,0.329,3,1,1857,36,Some College,0.292,0.084,0.7451,0
LC_007347,8460,debt_consolidation,D,17.62,93626,22.3,Full-time,Other,713,11.9,4,2,183197,42396,0.231,0,1,2469,53,High School,0.317,0.09,0.2536,0
LC_007348,15884,debt_consolidation,C,14.21,73276,0.3,Part-time,Own,757,6.4,9,5,49518,22244,0.449,0,2,1488,60,Bachelors,0.244,0.217,0.1841,0
LC_007349,47589,vacation,D,17.49,75947,8.1,Full-time,Rent,705,2.2,6,4,46523,23591,0.507,1,1,1696,48,Some College,0.268,0.627,0.2627,0
LC_007350,49817,debt_consolidation,D,16.18,55242,1.7,Full-time,Own,663,6.5,7,6,66322,15352,0.231,1,1,896,34,Some College,0.195,0.902,0.2723,0
LC_007351,12514,business,E,21.27,35023,3.1,Full-time,Rent,686,4.8,3,2,14992,121,0.008,2,1,361,34,High School,0.124,0.357,0.3489,0
LC_007352,5914,business,E,21.41,67465,3.2,Full-time,Rent,684,19.8,6,4,39937,15486,0.388,1,3,640,46,High School,0.114,0.088,0.3258,0
LC_007353,31930,business,B,10.33,72459,16.8,Full-time,Other,732,16.7,3,1,127702,9101,0.071,0,3,507,36,Bachelors,0.084,0.441,0.1054,0
LC_007354,13429,debt_consolidation,E,21.54,75075,8.6,Full-time,Own,723,1.4,6,4,77787,25865,0.333,4,1,1495,44,Some College,0.239,0.179,0.362,0
LC_007355,25632,business,F,26.8,77842,5.1,Self-employed,Own,661,27.0,4,2,113497,54412,0.479,3,2,2080,45,Some College,0.321,0.329,0.4686,1
LC_007356,33424,major_purchase,A,7.51,79212,32.7,Full-time,Rent,724,8.0,7,6,95451,28095,0.294,0,2,1136,48,Some College,0.172,0.422,0.0021,0
LC_007357,45617,debt_consolidation,B,10.14,111158,1.2,Full-time,Rent,774,27.0,4,2,59364,7063,0.119,2,2,1226,45,Masters,0.132,0.41,0.0917,0
LC_007358,27179,car,F,26.94,54765,27.6,Part-time,Mortgage,655,0.0,3,2,123341,22014,0.178,8,0,1134,18,High School,0.249,0.496,0.8443,0
LC_007359,41104,debt_consolidation,E,20.5,93442,10.2,Self-employed,Rent,702,0.6,8,6,205247,82489,0.402,2,1,3520,44,Masters,0.452,0.44,0.4335,1
LC_007360,13627,car,C,12.42,71850,4.5,Full-time,Rent,728,15.7,2,1,170867,66347,0.388,0,2,2358,39,Masters,0.394,0.19,0.1583,0
LC_007361,38382,major_purchase,D,15.74,92373,4.1,Full-time,Own,679,0.6,7,6,96369,64029,0.664,0,3,3117,35,Bachelors,0.405,0.416,0.2326,0
LC_007362,14213,debt_consolidation,D,16.07,55827,1.5,Part-time,Own,742,9.3,4,2,49993,21177,0.424,0,4,719,32,High School,0.155,0.255,0.2086,0
LC_007363,8215,home_improvement,B,9.6,143611,0.8,Full-time,Mortgage,790,10.4,5,3,68858,33151,0.481,1,2,1727,52,Masters,0.144,0.057,0.0786,0
LC_007364,41437,vacation,A,7.43,116675,17.2,Self-employed,Rent,720,2.7,3,2,81224,3904,0.048,0,1,1101,41,Bachelors,0.113,0.355,0.0,0
LC_007365,45349,car,E,20.77,76549,0.2,Full-time,Mortgage,727,6.1,5,4,156067,85515,0.548,2,3,3122,47,Some College,0.489,0.592,0.3198,0
LC_007366,27812,home_improvement,F,26.85,108852,17.3,Part-time,Rent,675,9.5,5,4,152068,68644,0.451,1,2,3143,42,Bachelors,0.347,0.256,0.505,1
LC_007367,5109,business,F,25.26,77854,1.9,Self-employed,Rent,626,9.1,6,4,150452,47122,0.313,5,5,1655,57,Some College,0.255,0.066,0.878,1
LC_007368,10152,home_improvement,C,12.23,53233,1.1,Full-time,Rent,723,15.6,6,5,76535,28491,0.372,1,2,1007,37,Some College,0.227,0.191,0.1894,0
LC_007369,24719,debt_consolidation,C,13.7,72064,12.5,Full-time,Mortgage,774,3.0,3,2,121352,32222,0.266,0,2,1765,27,Some College,0.294,0.343,0.1476,1
LC_007370,43581,business,B,9.61,52241,2.6,Full-time,Own,721,7.1,5,4,51201,4351,0.085,1,1,501,44,High School,0.115,0.834,0.0593,0
LC_007371,6028,debt_consolidation,F,26.28,54274,3.3,Full-time,Own,633,1.4,2,1,42677,10150,0.238,2,1,909,51,High School,0.201,0.111,0.4621,0
LC_007372,21170,debt_consolidation,E,20.85,71222,4.4,Part-time,Rent,674,2.6,8,7,87143,16777,0.193,3,1,1081,34,Some College,0.182,0.297,0.3954,1
LC_007373,46263,debt_consolidation,E,22.14,118599,32.6,Full-time,Rent,651,5.0,4,2,196945,102169,0.519,3,3,3202,43,Masters,0.324,0.39,0.3788,1
LC_007374,11964,major_purchase,E,21.59,109135,43.8,Full-time,Mortgage,683,17.0,6,3,238965,147924,0.619,2,2,4443,35,Bachelors,0.489,0.11,0.4375,0
LC_007375,40289,vacation,E,21.8,84749,4.3,Full-time,Rent,712,6.1,2,1,75324,25208,0.335,3,4,1655,57,Masters,0.234,0.475,0.4249,1
LC_007376,39795,other,D,17.58,67188,1.9,Full-time,Rent,664,1.2,2,1,24732,3392,0.137,2,2,539,27,High School,0.096,0.592,0.2219,0
LC_007377,30768,other,E,20.9,102210,3.9,Full-time,Own,685,7.4,5,3,46596,5653,0.121,3,4,700,37,Masters,0.082,0.301,0.3609,1
LC_007378,14318,other,F,26.69,73363,2.5,Full-time,Rent,658,0.0,6,3,166748,40728,0.244,3,2,1583,18,Masters,0.259,0.195,0.4901,1
LC_007379,31864,debt_consolidation,F,25.81,53305,0.3,Part-time,Own,707,25.0,5,4,36060,2416,0.067,3,2,627,43,High School,0.141,0.598,0.5107,0
LC_007380,5498,debt_consolidation,D,16.96,89527,22.3,Full-time,Mortgage,716,10.0,7,6,31900,14800,0.464,0,1,532,28,Bachelors,0.071,0.061,0.2401,0
LC_007381,15326,vacation,C,13.36,55704,4.1,Full-time,Mortgage,754,22.2,2,1,129629,6014,0.046,1,3,534,42,High School,0.115,0.275,0.1728,1
LC_007382,32753,major_purchase,D,16.44,107608,2.2,Full-time,Mortgage,714,3.1,5,3,47086,9213,0.196,1,2,1426,52,Masters,0.159,0.304,0.2777,0
LC_007383,28790,home_improvement,F,26.91,58322,1.8,Part-time,Rent,666,5.1,3,1,122420,49511,0.404,2,2,2027,37,High School,0.417,0.494,0.6173,1
LC_007384,47940,major_purchase,E,21.4,49859,7.6,Full-time,Other,642,0.0,10,7,71294,18366,0.258,3,1,1029,18,Bachelors,0.248,0.962,0.4002,0
LC_007385,10790,debt_consolidation,F,26.88,36677,5.0,Full-time,Own,624,0.0,5,4,73861,936,0.013,3,0,367,18,High School,0.12,0.294,0.5554,0
LC_007386,23236,vacation,F,25.79,36586,16.1,Self-employed,Own,642,19.8,4,3,36541,2573,0.07,5,4,264,40,High School,0.087,0.635,0.5702,1
LC_007387,12348,home_improvement,D,15.85,67151,9.9,Part-time,Own,850,24.2,6,3,82132,6016,0.073,0,3,590,44,Masters,0.106,0.184,0.2142,0
LC_007388,48066,medical,C,13.12,64142,2.7,Full-time,Mortgage,677,4.6,10,6,151492,16593,0.11,2,0,944,50,High School,0.177,0.749,0.1635,0
LC_007389,37147,home_improvement,D,17.51,125180,27.6,Full-time,Rent,737,2.8,3,2,193625,50104,0.259,3,0,2453,45,Masters,0.235,0.297,0.2862,0
LC_007390,27221,vacation,F,25.0,31341,1.3,Part-time,Mortgage,669,10.0,6,4,70367,17129,0.243,6,5,815,28,High School,0.312,0.869,0.6874,1
LC_007391,20574,debt_consolidation,C,13.32,95821,0.4,Part-time,Own,674,18.7,4,3,34707,12056,0.347,0,3,1443,54,Masters,0.181,0.215,0.1875,0
LC_007392,38798,debt_consolidation,B,9.88,96592,1.8,Full-time,Mortgage,724,20.6,10,8,162447,44237,0.272,0,1,2016,57,Bachelors,0.251,0.402,0.0836,0
LC_007393,17529,home_improvement,F,25.31,80467,9.0,Full-time,Rent,725,2.4,7,5,142603,98476,0.691,1,3,3748,37,Bachelors,0.559,0.218,0.5004,0
LC_007394,48610,home_improvement,F,25.34,47099,1.1,Full-time,Rent,609,4.0,5,3,112953,50263,0.445,2,1,1886,22,High School,0.481,1.032,0.6782,1
LC_007395,9230,debt_consolidation,F,26.26,38115,1.2,Part-time,Rent,577,1.4,8,5,80712,43905,0.544,3,1,1667,33,Some College,0.525,0.242,1.0,1
LC_007396,23387,debt_consolidation,A,7.83,94012,18.0,Full-time,Mortgage,781,14.3,3,2,145109,13675,0.094,0,1,1118,44,Some College,0.143,0.249,0.0,0
LC_007397,48012,debt_consolidation,C,12.07,64239,6.2,Part-time,Mortgage,725,6.8,4,2,142929,21391,0.15,0,1,906,28,High School,0.169,0.747,0.1334,0
LC_007398,5026,car,F,26.17,74758,8.2,Part-time,Own,653,13.4,5,4,72431,4979,0.069,6,1,580,52,Some College,0.093,0.067,0.6096,1
LC_007399,8043,car,D,15.86,59599,0.8,Part-time,Mortgage,713,16.4,6,5,22767,7248,0.318,0,3,853,42,Bachelors,0.172,0.135,0.2721,0
LC_007400,22775,debt_consolidation,B,10.35,48345,0.2,Self-employed,Mortgage,734,5.6,8,7,112043,7720,0.069,1,2,594,24,Masters,0.148,0.471,0.0782,0
LC_007401,38838,debt_consolidation,F,25.85,59595,1.7,Full-time,Mortgage,716,20.0,4,3,119847,82080,0.685,1,4,3185,38,High School,0.641,0.652,0.583,0
LC_007402,13721,debt_consolidation,D,16.54,46608,3.3,Full-time,Own,677,11.0,2,1,41331,21005,0.508,2,0,746,29,High School,0.192,0.294,0.2917,0
LC_007403,49025,debt_consolidation,E,21.34,64201,2.9,Full-time,Mortgage,697,0.0,2,1,77595,23938,0.309,0,5,1534,22,Bachelors,0.287,0.764,0.3233,0
LC_007404,49635,car,E,21.88,94449,21.6,Part-time,Rent,713,4.7,6,4,175732,66343,0.378,1,2,2743,43,Masters,0.349,0.526,0.4241,1
LC_007405,22829,debt_consolidation,C,12.96,118774,5.3,Full-time,Rent,701,29.1,9,6,82645,14754,0.179,0,5,599,48,Masters,0.061,0.192,0.1415,0
LC_007406,22352,medical,B,9.02,114562,13.2,Part-time,Rent,687,5.4,8,7,170435,17725,0.104,0,0,1557,46,Bachelors,0.163,0.195,0.1193,0
LC_007407,7323,home_improvement,C,13.81,62844,10.4,Full-time,Other,697,5.1,5,3,41507,14894,0.359,0,0,1136,57,High School,0.217,0.117,0.1223,0
LC_007408,33177,debt_consolidation,C,13.86,111845,13.1,Part-time,Mortgage,734,8.9,4,3,149810,17777,0.119,1,3,594,49,Bachelors,0.064,0.297,0.1326,0
LC_007409,40170,business,B,9.16,163320,8.1,Full-time,Rent,746,4.5,5,4,77865,33546,0.431,0,3,2745,80,Masters,0.202,0.246,0.0766,0
LC_007410,6637,business,C,12.08,86046,11.7,Full-time,Mortgage,682,6.4,3,2,123605,26846,0.217,2,3,1227,45,Some College,0.171,0.077,0.1803,0
LC_007411,23243,debt_consolidation,C,13.99,79541,2.2,Self-employed,Rent,727,11.0,3,2,124831,11811,0.095,1,1,420,29,Masters,0.063,0.292,0.1676,1
LC_007412,48011,home_improvement,D,16.03,143074,18.3,Self-employed,Mortgage,674,6.3,5,3,49831,12256,0.246,1,2,1963,39,Bachelors,0.165,0.336,0.2379,0
LC_007413,9925,home_improvement,F,25.53,54097,1.2,Full-time,Rent,657,4.9,5,4,133444,29137,0.218,4,2,1267,32,Some College,0.281,0.183,0.5871,1
LC_007414,17846,debt_consolidation,F,27.12,61770,1.3,Self-employed,Own,696,19.2,13,10,42570,5798,0.136,4,2,534,40,High School,0.104,0.289,0.4791,0
LC_007415,19892,debt_consolidation,E,21.63,68509,4.6,Part-time,Mortgage,678,9.0,4,3,48430,17623,0.364,3,2,677,56,High School,0.119,0.29,0.4365,0
LC_007416,31002,business,C,14.06,71879,0.6,Part-time,Own,728,11.1,6,4,59816,3016,0.05,0,1,374,40,High School,0.063,0.431,0.1511,0
LC_007417,7752,medical,F,25.54,60705,1.1,Unemployed,Rent,743,22.0,3,2,146980,91309,0.621,0,1,2790,40,Bachelors,0.552,0.128,0.6931,1
LC_007418,35179,car,D,15.64,74049,1.2,Full-time,Mortgage,755,17.7,8,6,120172,40871,0.34,1,0,1326,61,Some College,0.215,0.475,0.2104,0
LC_007419,45657,major_purchase,F,26.23,96650,35.0,Full-time,Mortgage,647,8.4,7,5,220918,76899,0.348,2,5,2310,52,High School,0.287,0.472,0.4552,0
LC_007420,37830,debt_consolidation,E,22.43,56324,4.7,Self-employed,Rent,687,2.3,6,5,96326,24408,0.253,2,4,1221,38,High School,0.26,0.672,0.409,0
LC_007421,44104,vacation,F,26.68,135843,6.1,Full-time,Mortgage,677,34.0,5,3,159336,95978,0.602,3,3,3722,52,Masters,0.329,0.325,0.4849,1
LC_007422,15681,business,F,25.13,81487,17.3,Full-time,Rent,666,1.6,1,1,63058,6038,0.096,6,5,620,24,Bachelors,0.091,0.192,0.5437,0
LC_007423,7206,debt_consolidation,B,9.33,123139,1.6,Full-time,Rent,834,17.1,3,2,52316,12392,0.237,2,3,1399,48,Masters,0.136,0.059,0.1085,1
LC_007424,29485,major_purchase,D,17.41,59261,6.3,Full-time,Own,686,12.4,8,6,137114,57262,0.418,0,1,2273,31,Some College,0.46,0.498,0.2047,0
LC_007425,30050,debt_consolidation,C,14.07,63492,5.1,Full-time,Own,676,1.0,5,3,60647,18520,0.305,0,5,916,34,High School,0.173,0.473,0.186,1
LC_007426,33429,debt_consolidation,C,13.98,56047,9.0,Full-time,Own,719,13.0,5,4,106464,20050,0.188,2,1,972,31,High School,0.208,0.596,0.191,0
LC_007427,42240,vacation,B,8.73,61003,0.6,Full-time,Rent,692,25.0,6,3,21218,5536,0.261,1,2,425,43,High School,0.084,0.692,0.1158,0
LC_007428,12702,vacation,F,26.57,67744,0.5,Full-time,Rent,595,0.7,3,2,124727,35224,0.282,2,1,1471,24,Masters,0.261,0.188,0.5389,0
LC_007429,34910,home_improvement,F,25.34,54803,1.4,Part-time,Other,694,20.6,5,3,101127,28818,0.285,3,5,1553,80,High School,0.34,0.637,0.4569,0
LC_007430,17667,home_improvement,F,26.42,95119,5.3,Full-time,Mortgage,697,9.2,1,1,214996,110500,0.514,1,3,4558,34,PhD,0.575,0.186,0.5962,1
LC_007431,37213,major_purchase,F,27.14,80055,17.5,Full-time,Other,715,8.9,2,1,180969,77653,0.429,3,0,2719,49,Masters,0.408,0.465,0.5352,0
LC_007432,17205,debt_consolidation,E,20.93,37262,4.8,Self-employed,Rent,650,5.5,4,3,42982,18438,0.429,4,4,654,37,High School,0.211,0.462,0.4255,0
LC_007433,44604,other,A,5.59,95334,12.6,Self-employed,Mortgage,721,19.3,8,6,87938,11448,0.13,0,0,1585,46,PhD,0.2,0.468,0.0217,0
LC_007434,23728,home_improvement,F,25.65,161229,1.9,Full-time,Rent,714,13.9,5,3,221006,121128,0.548,3,1,5500,64,Masters,0.409,0.147,0.5274,1
LC_007435,24614,vacation,B,9.65,118918,1.0,Full-time,Rent,671,3.5,2,1,231842,56782,0.245,0,1,2328,42,PhD,0.235,0.207,0.0733,0
LC_007436,30291,debt_consolidation,F,26.43,71792,6.7,Full-time,Mortgage,639,0.4,2,1,65293,12558,0.192,5,1,608,39,Bachelors,0.102,0.422,0.6576,1
LC_007437,27667,major_purchase,E,21.43,57481,11.1,Full-time,Rent,645,11.7,9,8,101772,23134,0.227,3,2,763,30,Some College,0.159,0.481,0.4189,0
LC_007438,35600,debt_consolidation,D,16.15,103794,10.6,Full-time,Mortgage,721,4.5,3,2,233195,76319,0.327,1,3,2409,42,Masters,0.279,0.343,0.2261,0
LC_007439,36355,vacation,F,25.91,67772,9.1,Part-time,Mortgage,615,17.0,5,3,113826,19261,0.169,4,1,1083,35,Some College,0.192,0.536,0.703,1
LC_007440,10069,other,E,20.68,69426,12.2,Full-time,Own,668,4.3,7,4,83081,32231,0.388,1,2,1379,43,High School,0.238,0.145,0.3208,0
LC_007441,16734,debt_consolidation,C,14.17,114625,1.1,Full-time,Rent,750,3.8,8,6,166495,64303,0.386,0,1,3115,43,Masters,0.326,0.146,0.1495,0
LC_007442,38129,debt_consolidation,F,25.9,61643,5.8,Full-time,Mortgage,710,1.7,4,3,149853,81329,0.543,1,2,2988,56,High School,0.582,0.619,0.5889,0
LC_007443,5600,debt_consolidation,A,7.16,53018,4.5,Full-time,Rent,731,4.5,9,6,99252,8240,0.083,0,1,897,30,Some College,0.203,0.106,0.0,0
LC_007444,31439,major_purchase,D,16.51,40905,3.1,Part-time,Mortgage,675,2.8,3,2,87985,8890,0.101,2,2,794,31,Some College,0.233,0.769,0.2951,0
LC_007445,31521,car,F,25.67,63532,0.7,Part-time,Own,678,2.7,8,6,55660,26558,0.477,4,4,875,47,Bachelors,0.165,0.496,0.6415,0
LC_007446,49345,debt_consolidation,E,20.51,63092,3.4,Full-time,Mortgage,668,7.2,5,3,30849,15688,0.509,1,0,1221,52,Some College,0.232,0.782,0.3017,0
LC_007447,8073,business,E,21.28,78410,4.5,Full-time,Rent,778,27.5,3,2,129742,67488,0.52,2,3,2530,57,Some College,0.387,0.103,0.3863,0
LC_007448,46877,debt_consolidation,B,10.22,54109,4.1,Full-time,Rent,693,9.2,5,3,76824,6039,0.079,0,3,259,36,High School,0.057,0.866,0.0507,0
LC_007449,27933,debt_consolidation,B,9.36,59950,0.3,Full-time,Mortgage,721,15.4,2,1,121298,28587,0.236,1,4,868,38,Some College,0.174,0.466,0.1133,0
LC_007450,29221,home_improvement,F,25.77,120441,15.5,Full-time,Rent,656,3.9,4,3,64488,13841,0.215,5,0,1519,59,Bachelors,0.151,0.243,0.5384,1
LC_007451,29514,debt_consolidation,F,27.14,55658,28.1,Part-time,Own,642,8.0,11,7,26229,14382,0.548,2,1,1169,26,High School,0.252,0.53,0.607,0
LC_007452,17822,debt_consolidation,F,26.16,103957,1.4,Full-time,Rent,662,20.2,4,3,168661,40895,0.242,7,3,2004,39,Masters,0.231,0.171,0.7439,1
LC_007453,35351,major_purchase,C,13.43,54285,0.5,Full-time,Own,723,24.4,7,6,32954,10993,0.334,1,1,460,48,Bachelors,0.102,0.651,0.1933,1
LC_007454,23220,medical,F,26.6,84717,4.5,Part-time,Mortgage,709,8.7,10,6,118694,21523,0.181,3,1,738,42,Bachelors,0.105,0.274,0.4602,1
LC_007455,25646,debt_consolidation,F,25.92,60360,2.5,Part-time,Rent,693,15.0,9,6,147641,33876,0.229,4,2,1799,33,Bachelors,0.358,0.425,0.7331,1
LC_007456,14809,debt_consolidation,F,26.32,86971,3.1,Part-time,Mortgage,634,0.2,6,4,119059,9350,0.079,3,4,1028,46,Bachelors,0.142,0.17,0.6021,1
LC_007457,9344,debt_consolidation,D,16.1,69940,0.3,Part-time,Mortgage,744,14.2,4,3,49945,17192,0.344,1,1,1174,40,Some College,0.201,0.134,0.26,0
LC_007458,45873,business,E,21.48,30139,1.2,Part-time,Mortgage,691,29.0,4,3,34916,5303,0.152,3,3,557,47,Bachelors,0.222,1.522,0.4435,1
LC_007459,37587,debt_consolidation,A,7.45,118071,38.0,Full-time,Rent,677,14.3,3,2,38001,8948,0.235,0,1,1213,39,Some College,0.123,0.318,0.0413,0
LC_007460,32983,major_purchase,F,26.42,61573,11.1,Full-time,Rent,636,9.8,8,6,139377,48615,0.349,5,3,2079,32,High School,0.405,0.536,0.7783,1
LC_007461,24585,car,B,8.89,100367,6.4,Full-time,Rent,825,26.0,5,4,133059,38181,0.287,1,1,1492,44,Masters,0.178,0.245,0.0785,0
LC_007462,44445,debt_consolidation,B,10.23,55128,6.2,Self-employed,Rent,671,14.5,5,4,84936,4268,0.05,1,0,661,41,Some College,0.144,0.806,0.0923,0
